Text,Boolean Questions
"2) the truth is, the best case scenario of 70% fully #vaccinated and vaccine efficacy of 99% for total infection and R0=6 is somewhat of a fairytale for the near future. Vaccinations have stalled. And efficacy is likely &lt;70%, maybe even 40%. HT @GosiaGasperoPhD https://t.co/JVxJhzfZtf","['Is it possible to be 100% vaccinated?', 'Is it possible to be fully vaccinated?', 'Is it possible to get 100% vaccine?']"
,
"Ontario: Daily vaccinations (1st vs. 2nd dose)  1st: 17,583💉2nd: 102,648💉💉  #FullyVaccinated #ontariovaccine  #ThisIsOurShotCA #OurWinningShot https://t.co/qwtPXeNWrc","['Is there a difference between ontario and canada?', 'Is it possible to get a flu in ontario?', 'Is everyone in ontario vaccinated?']"
,
14) A good thread on breakthroughs from @Survivor_Corps — there is LongCOVID even among breakthrough. https://t.co/a0TZXe3VCg,"['Is there such a thing as longcovid?', 'Is there a difference between survivors and survivors?', 'Is it possible to be a survivor?']"
,
"20 years of research led to the development of Covid vaccines, which were extensively tested in the largest clinical vaccine trials ever done. These vaccines are extremely safe and effective—and they've already saved nearly 300,000 lives in the US.","['Is the covid vaccine safe and effective?', 'Is the covid vaccine true or false?', 'Are covid vaccines true or false?']"
,
"46/ Even though antibody levels may wane over time, long-lived plasma cells in bone marrow &amp; memory B-cells still provide protection.  https://t.co/Apu7kp0qKE","['Is bone marrow the same as memory cells?', 'Is there such a thing as memory b cells?', 'Is there an antibody in bone marrow?']"
,
21) Welp—there’s discussions among epidemiologists now whether we can hold the #DeltaVariant down. With a R0=6 we can just barely. But with an R0=8 it’s much harder under 60% efficacy and 64% vaxxed. What is the estimated R0 range of Delta? 5-8 ➡️ more contagious than smallpox. https://t.co/M1HIaLdBJj,"['Is smallpox the same as delta virus?', 'Is smallpox the same as delta fever?', 'Is smallpox and delta the same thing?']"
,
@CP24 7 day average: 156 (+6)  Total active cases: 1363 (+29)  https://t.co/hBvxt6JrwN,"['Is there such thing as a 7 day average?', 'Is there a 7 day average for cp24?', 'Is there a 7 day average for all cases?']"
,
"@wto &amp; @WHO will meet with vaccine manufacturers, countries &amp; other stakeholders to discuss ways of increasing #COVID19 vaccine supplies &amp; equitable access through #COVAX. We need to explore all options &amp; work together to end the pandemic https://t.co/7fYagVFTim","['Is there a vaccine for the pandemic?', 'Is there a vaccine for covid19?', 'Is there a vaccine for pandemic?']"
,
"Not out of the woods—England🏴󠁧󠁢󠁥󠁮󠁧󠁿 &amp; Wales🏴󠁧󠁢󠁷󠁬󠁳󠁿 &amp; N Ireland cases still surging. Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿 cases down partly because schools are now closed and ⚽️ now over. Scotland also didn’t reopen like England did this week. This while 🇬🇧 technically slowing, this is mostly just 🏴󠁧󠁢󠁳󠁣󠁴󠁿. HT @chrischirp https://t.co/GWLay99TPF","['Is scotland out of the woods?', 'Is scotland still out of the woods?', 'Is scotland and wales the same country?']"
,
RT @sacca: We lost someone to COVID today. He was 35 years old and in good health when he contracted it. He just wasn’t lucky enough to liv…,"['Is there a cure for covid?', 'Is there such a thing as covid?', 'Is there a cure for covidiosis?']"
,
3/ Patients and their families have a right to know what steps are being taken to protect their health and safety.,"['Do patients have the right to know what is being done?', 'Is there a right to know what is being done?', 'Do you have a right to know what is being done?']"
,
"See below on Israel’s success with vaccination. Covid almost vanished; society beginning to function normally. Meanwhile, in USA, we are still struggling to get people vaccinated ... and new, lethal strains are circulating https://t.co/NrMpHakB0W","['Is it possible to get vaccinated in israel?', 'Is it possible to get covid in israel?', 'Is it safe to get vaccinated in israel?']"
,
#COVID19 testing in #Ontario   - PHO % positive 0.8% (pink)  - Calculated % pos 0.7% (orange)  - Testing: 20750/day (green)  - Under investigation: 7379 today (red)  #COVID19Ontario #CovidTesting #onpoli  https://t.co/4tAYabBBGr https://t.co/GYqqSYB5QB,"['Is there a phh positive in ontario?', 'Is there a phh positive test in ontario?', 'Is phh positive in ontario?']"
,
Congratulations to the Government of Indonesia for increasing access to the PCV vaccine to protect children against the most common cause of severe pneumonia: https://t.co/KQ9wKG0r07 #VaccinesWork,"['Is there a vaccine for pcv in indonesia?', 'Is the pcv vaccine safe in indonesia?', 'Is the pcv vaccine safe for children in indonesia?']"
,
2/2 I am trying to write something on the T cell hypothesis -- i.e. that T cells protect some people from severe infection. And prior corona (not Cov2) infections might generate cross reactive T cells,"['Is it possible for a person to get t cells?', 'Is it possible for a person to have t cells?', 'Is it possible for a person to have t cell disease?']"
,
78/ The neutralizing antibody titers versus Beta &amp; Delta were lower than for early strains &amp; Alpha.  https://t.co/tHB0OYkhog https://t.co/OUysXSJB7H,"['Is there a difference between beta and delta antibodies?', 'Is beta and delta the same thing?', 'Is beta and delta the same as neutralizing antibody?']"
,
#COVID19Ontario:   Daily new cases vs. test % positivity in #Ontario  Line = 7 day moving average. #COVIDー19 #onhealth https://t.co/af0Rfqy35l,"['Is there a 7 day moving average in ontario?', 'Is there a moving average for cancer in ontario?', 'Is the ontario line the same as the moving average?']"
,
RT @AmitAryaMD: Health workers are thankful for people who continue to wear masks when fully vaccinated.  This protects people who are unva…,"['Do you have to be vaccinated to wear a mask?', 'Do you have to be vaccinated to get a mask?', 'Do you need a mask to get vaccinated?']"
,
3/n Do vaccinated people (which vaccine?) have milder disease and fewer deaths/hospitalizations?,"['Do people who get vaccinated die less?', 'Is there such a thing as milder disease?', 'Do people who get vaccinated have milder disease?']"
,
"*Cases under-reported: Not all infected persons tested. Cases after 1pm yesterday not included until tmr's count.    ""Resolved"" = 14d after symptom onset if not hospitalized/deceased, not accounting for complications.  Source: https://t.co/9UBjYKWgQ7","['Is there such a thing as an infected person?', 'Is there a chance of being infected?', 'Is it possible to be infected with strep throat?']"
,
"7/n In Israel, a SMALL study suggests that the Pfizer vaccine protects against B 1617. We KNOW it protects against B117. But what about AZ and Covaxin ? Do they protect ?","['Is covaxin and 7/n the same thing?', 'Is covaxin the same as 7/n?', 'Is covaxin and 7n the same thing?']"
,
RT @ChristiAnne67: A new study sheds light https://t.co/8Qn8PpD7x3 why the Delta Variant is hyper-contagious   #Science 📚 #Study #DeltaVari…,"['Is deltavariant true or false?', 'Is delta variant true or false?', 'Is delta variant true or false?']"
,
"@JohnMcEwen21 Hi Trapper John,    1. People can make an informed vaccine choice for themselves. Most are choosing to be vaccinated.    2. Myocarditis: Also important to include the risk of this from #COVID19 infection as well (2.3% in healthy young athletes).    https://t.co/mgzmlCSRlI","['Is it safe to be vaccinated against myocarditis?', 'Is it safe to get vaccinated against myocarditis?', 'Is there such a thing as myocarditis?']"
,
88/ Let’s start with age.    Older people have less robust immune responses because they’re less able to produce somatic hypermutation and affinity maturation (that B-cell finishing school is shutting down).,"['Is it true that older people have less robust immune responses?', 'Is there such a thing as an 88 year old?', 'Do older people have better immune responses than younger people?']"
,
"Clotting, Bleeding &amp; Low Platelet After Vaccination: Medtalks with Dr KK, Renu Saxena https://t.co/unRSn4ZeDA","['Is there such thing as low platelet after vaccination?', 'Is there such a thing as low platelet?', 'Is there such a thing as low platelet count?']"
,
Variants of concern (VOC) in Ontario  Source: https://t.co/HgPCvgeVIF https://t.co/VeozQ7Eu5Z,"['Is there a variation of concern in ontario?', 'Is there a variable of concern in ontario?', 'Is there such thing as a voc in ontario?']"
,
"66/ This graph shows neutralizing antibody titers elicited by each vaccine (BNT162b2 = Pfizer, mRNA-1273 = Moderna, Ad26.COV2.S = J&amp;J) against an early strain of the virus (D614G) versus variants of concern. https://t.co/eWbvt2AAnJ","['Is the j&amp;j vaccine true or false?', 'Is a j&amp;j vaccine true or false?', 'Is the j&amp;j vaccine a true or false vaccine?']"
,
"11) “The working conditions of some miners (heat, humidity, aerosol) and the sharing of machine cabs for others could also have contributed to transmission” ➡️ we need ventilation or air disinfection too.","[""Is there ventilation in the miner's cab?"", ""Is there ventilation in the miner's cabin?"", ""Is there ventilation in the miner's cabs?""]"
,
Ontario #CovidVaccine progress💉💪🏻📈  All Ontarians aged 12+ are now eligible to book an appointment to receive their 2nd dose.  Book here! https://t.co/dd7uJqdNs5 #ontariovaccine https://t.co/iJQrEpTGAc,"['Is the covid vaccine true or false in ontario?', 'Can you get the covid vaccine in ontario?', 'Is it possible to get the covid vaccine in ontario?']"
,
"This brings our total #COVAX AMC funds to $9.6bn, enough to protect nearly 30% of the population of lower-income countries by early 2022. The 54+ million doses donated yesterday will also go a long way to resolving our short-term supply issues. A huge thank you to all involved https://t.co/1jh3x8pX9h","['Is the covax amc money going to help?', 'Is covax the same as amc money?', 'Is the covax amc money going to work?']"
